id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3740000010,2014-10-09T00:00:00Z,575e3,3,1.75,1720,5956,2,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,9324
9541600295,2015-04-24T00:00:00Z,111e4,4,2.5,2990,8640,1,0,0,5,8,2100,890,1959,0,98005,47.5932,-122.172,2270,8800
4046700110,2015-02-24T00:00:00Z,323e3,3,1.75,1950,15037,1,0,0,3,7,1950,0,1989,0,98014,47.6892,-121.913,1760,15181
5458300580,2014-10-01T00:00:00Z,478e3,2,2,1200,1867,1,0,0,3,7,600,600,1924,1998,98109,47.627,-122.345,1790,2221
6072760670,2014-12-03T00:00:00Z,652450,3,2.25,2230,11835,1,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384
4040600190,2014-08-06T00:00:00Z,509500,5,2.25,2060,9000,1,0,0,4,7,1320,740,1961,0,98007,47.6122,-122.137,2050,8800
1773100920,2014-12-11T00:00:00Z,32e4,3,3.25,1480,1192,2,0,0,3,8,1180,300,2013,0,98106,47.5556,-122.363,1330,1094
1068000150,2015-05-01T00:00:00Z,1999e3,4,3.25,3910,7500,2,0,2,4,11,2550,1360,1933,0,98199,47.6448,-122.409,3070,7500
7299601460,2014-06-23T00:00:00Z,329900,3,2.5,2242,4995,2,0,0,3,8,2242,0,2011,0,98092,47.2595,-122.202,1798,4942
7199330370,2015-03-09T00:00:00Z,385e3,3,1.75,1200,7360,1,0,0,4,7,1200,0,1978,0,98052,47.6979,-122.13,1200,7500
6021503885,2014-07-08T00:00:00Z,427550,2,1,880,4000,1,0,0,3,7,880,0,1940,0,98117,47.6848,-122.386,1150,4000
2366400150,2015-04-29T00:00:00Z,67e4,5,2.25,2290,39000,2,0,0,3,8,2290,0,1979,0,98052,47.7012,-122.12,2750,39900
6161000015,2014-05-15T00:00:00Z,349950,3,1,1400,7066,1,0,0,3,8,1400,0,1957,0,98125,47.7127,-122.325,1400,7320
4221250320,2014-10-17T00:00:00Z,57e4,4,2.5,2280,4534,2,0,0,3,8,2280,0,2003,0,98075,47.5902,-122.018,2246,4534
8651510020,2014-08-27T00:00:00Z,492e3,3,2.25,2100,7335,2,0,0,3,8,2100,0,1983,0,98074,47.647,-122.061,2050,8930
9406530160,2014-10-17T00:00:00Z,32e4,4,2.5,1970,4558,2,0,0,3,8,1970,0,2005,0,98038,47.3627,-122.04,1980,5123
7417100133,2014-11-13T00:00:00Z,31e4,4,3,2320,7200,2,0,0,3,7,2320,0,1976,0,98155,47.7703,-122.312,2050,10000
7625702440,2014-12-30T00:00:00Z,469e3,3,1.75,1480,800,2,0,0,3,8,1000,480,2014,0,98136,47.5493,-122.387,1480,1143
4077800088,2014-08-11T00:00:00Z,699950,4,2,2070,7830,1,0,1,5,7,1180,890,1941,0,98125,47.7058,-122.278,2390,7830
3303900090,2014-10-23T00:00:00Z,898e3,3,2.25,2650,12845,1,0,3,3,9,1770,880,1977,0,98034,47.7209,-122.256,2650,12902
0461002615,2014-12-02T00:00:00Z,58e4,5,2.5,2720,5000,1.5,0,0,4,7,1530,1190,1939,0,98117,47.6827,-122.376,1210,5000
2652501630,2015-05-04T00:00:00Z,626700,3,1.5,1410,3600,1,0,0,3,7,1410,0,1906,0,98109,47.6402,-122.357,1370,3600
4083303815,2015-04-21T00:00:00Z,695e3,5,2,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,98103,47.654,-122.337,1780,4240
3861400061,2015-02-13T00:00:00Z,641e3,3,1.75,1480,9603,1,0,0,3,7,1480,0,1952,0,98004,47.5915,-122.202,2660,10766
2821100125,2014-11-20T00:00:00Z,524e3,3,2.25,2140,6720,1,0,0,3,8,1440,700,1961,0,98117,47.6949,-122.396,2060,6720
9835800840,2015-02-04T00:00:00Z,215e3,4,2,1470,7000,1,0,0,4,8,1470,0,1967,0,98032,47.3742,-122.289,1640,7000
3885805325,2014-07-31T00:00:00Z,71e4,4,2.75,2090,8064,2,0,0,5,7,2090,0,1967,0,98033,47.6829,-122.195,1460,8400
8832900360,2015-04-28T00:00:00Z,735e3,3,1.75,2250,11520,1,0,1,3,8,2250,0,1956,0,98028,47.7619,-122.268,2730,12445
2379300340,2015-03-31T00:00:00Z,321500,4,2.5,1930,6228,2,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168
1440700190,2014-06-23T00:00:00Z,269950,4,2.5,2540,8400,2,0,0,5,7,2540,0,1977,0,98032,47.3754,-122.277,1600,8050
3876000910,2015-01-29T00:00:00Z,487e3,4,2.25,2400,7000,1,0,0,4,8,1800,600,1965,0,98034,47.7207,-122.184,2210,7210
8856500220,2014-07-28T00:00:00Z,375e3,3,3.25,2760,6420,2,0,2,3,9,2110,650,1991,0,98031,47.3895,-122.221,2030,7725
8127700210,2015-04-27T00:00:00Z,6e5,2,1.75,1560,3200,1,0,0,5,7,880,680,1946,0,98199,47.6419,-122.394,2060,4940
8562790310,2015-03-24T00:00:00Z,839704,4,3.25,2950,4161,2,0,0,3,10,2210,740,2014,0,98027,47.5297,-122.073,2790,3693
1402950190,2014-09-16T00:00:00Z,321e3,4,2.5,2430,5366,2,0,0,3,8,2430,0,2002,0,98092,47.3352,-122.19,2100,5414
3438501320,2014-05-02T00:00:00Z,295e3,2,2.5,1630,1368,2,0,0,3,7,1280,350,2009,0,98106,47.5489,-122.363,1590,2306
3971701990,2014-08-12T00:00:00Z,4e5,4,1.75,1810,9750,2,0,0,4,7,1810,0,1977,0,98155,47.7681,-122.311,1570,10000
4139910180,2015-01-14T00:00:00Z,1475e3,5,4,4770,31570,2,0,0,3,12,4770,0,1990,0,98006,47.5468,-122.123,4520,32070
4427100030,2015-01-14T00:00:00Z,332500,3,1.5,1500,6332,1,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.312,1500,6337
1109000040,2014-05-28T00:00:00Z,315e3,3,2,1300,3731,1,0,0,3,7,900,400,1993,0,98118,47.5374,-122.27,1300,3731
4219400465,2015-01-12T00:00:00Z,95e4,4,2,2490,4600,1.5,0,2,3,8,2090,400,1926,0,98105,47.6557,-122.278,2910,5000
7613700270,2014-09-16T00:00:00Z,98e4,4,1.75,2120,4000,1.5,0,0,4,8,1920,200,1929,0,98105,47.6601,-122.275,2300,4000
5608010050,2014-12-29T00:00:00Z,92e4,4,2.5,3550,10233,2,0,0,3,9,3550,0,1996,0,98027,47.5499,-122.1,3310,9157
6821102170,2014-05-07T00:00:00Z,794154,4,2,2210,8556,1,0,1,4,8,1210,1000,1954,0,98199,47.6498,-122.396,2190,7975
2524069072,2014-06-26T00:00:00Z,243800,3,1,1140,27760,1,0,0,4,6,1140,0,1981,0,98027,47.5372,-121.972,1690,87300
3295750610,2014-09-04T00:00:00Z,295e3,3,2,1760,6092,1,0,0,3,7,1760,0,1998,0,98030,47.3838,-122.184,2590,6255
8570900023,2014-10-10T00:00:00Z,255e3,3,1,1250,10094,1,0,0,4,6,1250,0,1927,0,98045,47.4987,-121.781,1300,10094
2473400570,2014-05-16T00:00:00Z,317e3,3,2,1760,11410,1,0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165
1274500170,2015-05-06T00:00:00Z,227500,3,1,1150,8848,1,0,0,3,7,1150,0,1968,0,98042,47.3626,-122.111,1220,9576
0421000555,2014-05-20T00:00:00Z,2e5,3,1,1050,5000,1,0,0,4,6,1050,0,1967,0,98056,47.4923,-122.165,1050,5200
2025049175,2015-01-05T00:00:00Z,755e3,2,2.5,1360,2070,2,0,0,3,8,1360,0,1999,0,98102,47.6423,-122.329,1920,2092
1138010530,2015-04-29T00:00:00Z,399e3,3,1,1340,7191,1,0,0,3,7,1340,0,1974,0,98034,47.7148,-122.212,1340,7215
4045500625,2014-08-22T00:00:00Z,935e3,3,3.25,3710,38509,2,0,0,3,10,3710,0,1998,0,98014,47.693,-121.868,1680,25865
9238450430,2014-06-24T00:00:00Z,275e3,3,1,990,9798,1,0,0,3,7,990,0,1968,0,98072,47.767,-122.164,1210,9870
2923069037,2014-07-21T00:00:00Z,21e4,3,1.5,1920,61014,1,0,0,3,6,1920,0,1953,0,98038,47.4446,-122.074,1616,61014
1722049154,2014-07-07T00:00:00Z,538250,3,2.25,2590,15229,2,0,3,3,8,2590,0,1984,0,98198,47.3948,-122.325,2590,15229
4038100110,2014-07-07T00:00:00Z,48e4,3,2.25,1680,9090,1,0,0,4,7,1130,550,1959,0,98008,47.6068,-122.13,1960,9090
3025059124,2014-08-28T00:00:00Z,3168750,5,3.5,4330,11979,1,0,4,3,12,2090,2240,2008,0,98004,47.6251,-122.218,4320,12000
3396830020,2014-10-09T00:00:00Z,424e3,3,2.5,1820,7500,2,0,0,3,8,1820,0,1985,0,98052,47.7155,-122.104,2040,8304
0624069108,2014-08-12T00:00:00Z,32e5,4,3.25,7000,28206,1,1,4,4,12,3500,3500,1991,0,98075,47.5928,-122.086,4913,14663
7212651210,2014-11-06T00:00:00Z,32e4,4,2.75,2150,9163,1,0,0,3,8,1340,810,1992,0,98003,47.266,-122.307,2260,7750
1934800193,2015-03-06T00:00:00Z,53e4,3,3.5,1550,1233,2,0,0,3,8,1160,390,2005,0,98122,47.6034,-122.309,1490,1539
9834201370,2015-04-17T00:00:00Z,430100,3,2.25,1400,1078,2,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230
8851500050,2015-01-12T00:00:00Z,262e3,4,1.5,1840,9009,2,0,0,3,7,1840,0,1965,0,98198,47.406,-122.318,1390,8025
1425059180,2015-03-24T00:00:00Z,736e3,3,2.25,2470,11603,2,0,2,3,8,1540,930,1988,0,98052,47.6569,-122.123,2850,11250
3629920300,2014-11-03T00:00:00Z,425e3,3,2.25,1260,3000,2,0,0,3,7,1260,0,2003,0,98029,47.5454,-121.997,1630,3042
4006000281,2014-07-29T00:00:00Z,227e3,3,1.75,2380,12681,1,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377
9297300255,2014-07-16T00:00:00Z,565e3,3,3,2110,4000,1,0,2,4,7,1110,1000,1965,0,98126,47.5696,-122.375,1730,4000
8113101070,2015-04-23T00:00:00Z,334900,4,1.75,2180,4066,1.5,0,0,3,6,1270,910,1911,0,98118,47.5487,-122.277,1400,1343
9523102660,2014-05-13T00:00:00Z,56e4,3,1,1440,5000,2,0,0,3,7,1440,0,1910,0,98103,47.6741,-122.354,1850,4500
7348200115,2014-06-19T00:00:00Z,2e5,3,1.5,1140,8340,1,0,0,3,7,1140,0,1960,0,98168,47.4773,-122.28,1140,8340
9564800145,2014-05-06T00:00:00Z,175e3,3,1,1010,7034,1,0,0,3,7,1010,0,1954,0,98055,47.49,-122.22,1440,10994
3822200105,2014-09-23T00:00:00Z,38e4,4,1.75,2030,12518,1,0,0,3,8,1610,420,1950,0,98125,47.7278,-122.297,1650,7872
0322059161,2014-10-01T00:00:00Z,287e3,3,1,1250,26862,1,0,0,3,7,1250,0,1965,0,98058,47.426,-122.154,1530,24463
2597490030,2014-10-02T00:00:00Z,815e3,4,3.5,3040,4006,2,0,0,3,8,2350,690,2013,0,98029,47.5439,-122.011,2050,4000
3216000090,2014-07-29T00:00:00Z,785e3,4,2.5,3230,21781,2,0,0,3,9,3230,0,1993,0,98053,47.6318,-122.01,3230,21780
7132300540,2015-05-08T00:00:00Z,45e4,2,2,1730,4248,2,0,0,3,7,1730,0,1905,0,98144,47.5933,-122.308,1380,4000
8091670190,2014-11-04T00:00:00Z,382495,3,2.5,1760,5390,1,0,0,3,8,1760,0,2014,0,98038,47.3482,-122.042,2310,5117
2625059301,2015-03-24T00:00:00Z,76e4,4,3.25,2590,3889,3,0,0,3,9,2590,0,2013,0,98007,47.6259,-122.142,2590,4062
1565950260,2014-05-15T00:00:00Z,349950,3,2.5,1700,7496,2,0,0,3,8,1700,0,1994,0,98055,47.432,-122.189,2280,7496
0526059224,2015-02-06T00:00:00Z,47e4,4,1.75,1650,7276,1,0,0,3,7,1010,640,1977,0,98011,47.7721,-122.206,1840,8550
2599200460,2014-08-05T00:00:00Z,294e3,4,2,2930,12840,1.5,0,0,4,8,2930,0,1965,0,98092,47.2957,-122.187,1960,10920
9808650060,2015-02-25T00:00:00Z,13e5,3,2,2350,15021,1,0,0,4,8,1770,580,1976,0,98004,47.6408,-122.219,3530,15715
0423059360,2014-10-17T00:00:00Z,345e3,4,2.5,2040,5875,2,0,0,3,8,2040,0,2004,0,98056,47.5051,-122.17,2230,5459
2154900040,2014-10-30T00:00:00Z,194250,3,2.25,2190,8834,1,0,0,3,7,1390,800,1987,0,98001,47.2633,-122.244,1490,8766
2767602356,2015-01-26T00:00:00Z,675e3,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285
6067900640,2015-04-20T00:00:00Z,391e3,3,2,1490,9000,1,0,0,4,8,1490,0,1977,0,98006,47.5455,-122.184,2190,9000
7000100850,2014-09-26T00:00:00Z,569e3,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,98004,47.5808,-122.189,2380,13176
1102000759,2014-10-26T00:00:00Z,755e3,3,2.5,2420,8856,1,0,3,3,9,1620,800,1957,0,98118,47.5405,-122.263,2650,9750
3585900190,2014-10-06T00:00:00Z,825e3,3,2.5,3400,38400,1,0,4,3,8,1870,1530,1955,2015,98177,47.7611,-122.372,3400,24338
8096800270,2014-07-16T00:00:00Z,259950,3,2.5,1578,7340,2,0,0,3,7,1578,0,2010,0,98030,47.3771,-122.186,1850,7200
5667100045,2014-09-02T00:00:00Z,453500,3,1.75,1550,7270,1.5,0,0,5,7,1550,0,1953,0,98125,47.72,-122.317,1050,7210
2954400400,2014-11-12T00:00:00Z,115e4,4,3.25,4740,49091,2,0,0,3,11,4740,0,1990,0,98053,47.6624,-122.071,4800,42387
2817100040,2015-02-13T00:00:00Z,355e3,4,3,2580,9601,2,0,0,4,7,2130,450,1992,0,98070,47.3726,-122.433,1900,10092
3782760170,2015-02-11T00:00:00Z,48e4,4,2.5,2980,4074,2,0,0,3,8,2980,0,2011,0,98019,47.734,-121.965,2320,4255
2274000026,2014-11-01T00:00:00Z,353e3,3,2.5,1250,864,3,0,0,3,8,1250,0,2004,0,98115,47.6978,-122.318,1330,2298
3901100015,2014-12-30T00:00:00Z,46e4,3,1.75,1290,8580,1,0,0,4,7,1290,0,1962,0,98033,47.6707,-122.174,1840,8580
6679000170,2015-04-14T00:00:00Z,31e4,3,2.5,1670,4220,2,0,0,3,7,1670,0,2002,0,98038,47.3834,-122.028,1670,4238
5420300240,2014-12-05T00:00:00Z,27e4,3,1.75,1800,7763,1,0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483
0125069038,2014-11-25T00:00:00Z,214e4,4,3.75,5150,453895,2,0,3,3,11,4360,790,1997,0,98053,47.6795,-121.991,2500,215186
6392003490,2014-07-23T00:00:00Z,433500,3,1,1230,6000,1,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000
2517010630,2015-05-08T00:00:00Z,41e4,4,2.5,3320,5034,2,0,0,4,7,3320,0,2006,0,98042,47.4011,-122.164,2580,4950
1247600105,2014-10-20T00:00:00Z,5110800,5,5.25,8010,45517,2,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788
3629760330,2015-03-11T00:00:00Z,685e3,3,2.5,2370,4950,2,0,0,3,8,2370,0,2003,0,98029,47.5465,-122.013,2230,4950
5422560470,2014-12-03T00:00:00Z,44e4,3,2,1650,6408,2,0,0,4,8,1650,0,1977,0,98052,47.6638,-122.128,1750,6402
0705700640,2014-09-16T00:00:00Z,353e3,3,2.75,2170,8396,2,0,0,3,7,2170,0,1995,0,98038,47.3812,-122.023,2170,8378
4395600060,2014-06-30T00:00:00Z,935e3,2,2.5,1780,2067,2,0,0,5,9,1780,0,1974,0,98004,47.6132,-122.21,2320,2067
2344300180,2014-06-19T00:00:00Z,1027e3,3,2.5,2430,10500,2,0,1,3,9,2430,0,1989,0,98004,47.5818,-122.198,3440,12842
5416510920,2014-06-16T00:00:00Z,385e3,4,2.5,2960,5054,2,0,0,3,9,2960,0,2006,0,98038,47.3601,-122.035,2960,5000
8673400190,2014-07-23T00:00:00Z,557e3,3,2.5,1630,1587,3,0,0,3,8,1630,0,2004,0,98107,47.6693,-122.393,1500,1527
3023000410,2015-04-30T00:00:00Z,405e3,5,2.75,2400,4900,2,0,0,3,8,2400,0,2011,0,98038,47.355,-122.057,2110,5696
1370804100,2015-03-24T00:00:00Z,783e3,4,2.75,2080,5000,1,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000
6159400030,2014-10-08T00:00:00Z,399950,3,2,2050,9396,1,0,0,5,7,1170,880,1960,0,98155,47.7447,-122.328,1680,9391
9292000380,2014-08-18T00:00:00Z,425e3,3,2.25,1740,9682,1,0,0,5,8,1740,0,1969,0,98056,47.5138,-122.173,2100,9536
0282500010,2015-01-07T00:00:00Z,685e3,4,2.25,3133,16197,2,0,0,3,9,2533,600,1965,2010,98166,47.4255,-122.338,3090,15588
3542300060,2015-03-11T00:00:00Z,21e4,3,1,860,11725,1,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514
1425059145,2014-06-16T00:00:00Z,455e3,2,1.5,1310,12196,1.5,0,0,3,6,1310,0,1970,0,98052,47.6487,-122.122,2970,12196
8732130680,2014-10-27T00:00:00Z,21e4,3,2.25,2140,9775,1,0,0,4,7,1470,670,1978,0,98023,47.306,-122.379,2050,8625
5637500180,2014-06-12T00:00:00Z,52e4,4,1,2080,3500,1.5,0,0,5,7,1260,820,1926,0,98136,47.5445,-122.383,1380,5900
2571910260,2014-11-07T00:00:00Z,324360,3,2.5,2000,9669,2,0,0,4,8,2000,0,1992,0,98022,47.1964,-122.009,1930,9202
0104550740,2014-12-01T00:00:00Z,299e3,3,2.5,2450,7062,2,0,0,3,8,2450,0,1993,0,98023,47.3061,-122.36,1960,7200
7234600798,2015-02-10T00:00:00Z,425e3,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795
1842200040,2014-07-01T00:00:00Z,425e3,3,1.5,1300,19163,1,0,0,3,7,1300,0,1964,0,98052,47.6686,-122.153,1590,9744
7625704340,2015-03-03T00:00:00Z,425e3,2,1.75,1550,7800,1,0,0,3,7,1050,500,1940,0,98136,47.5436,-122.39,1370,5000
2624049165,2014-05-13T00:00:00Z,575e3,3,1.75,1580,11750,1,0,0,4,7,1180,400,1951,0,98118,47.5368,-122.265,2150,11750
0524069116,2014-06-02T00:00:00Z,472500,3,2,1750,15500,1,0,0,3,7,1490,260,1982,0,98075,47.5887,-122.065,2450,50094
6379500216,2014-05-13T00:00:00Z,45e4,3,2.75,1250,892,2,0,0,3,8,1040,210,2010,0,98116,47.5826,-122.387,1250,1296
3334000055,2015-04-29T00:00:00Z,585e3,2,1.75,1280,7110,1,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835
7852180530,2015-04-03T00:00:00Z,44e4,3,2.5,1390,4997,2,0,0,3,7,1390,0,2004,0,98065,47.5303,-121.855,2340,4125
9126100346,2014-06-17T00:00:00Z,35e4,3,2,1380,3600,3,0,0,3,8,1380,0,2015,0,98122,47.6074,-122.305,1480,3600
5229300027,2014-09-10T00:00:00Z,275e3,3,1,1190,27215,1,0,0,5,7,1190,0,1943,1989,98059,47.4978,-122.115,1450,56628
7237550020,2014-07-03T00:00:00Z,11e5,4,3.75,5070,60123,2,0,0,3,11,5070,0,2000,0,98053,47.6567,-122.004,4920,101930
3298700820,2014-10-24T00:00:00Z,16e4,3,1.75,1010,5355,1,0,0,3,6,1010,0,1950,0,98106,47.5202,-122.351,750,4515
4025300360,2015-03-26T00:00:00Z,349500,3,2,1130,16875,1,0,0,4,7,1130,0,1947,0,98155,47.7489,-122.3,1600,14300
3024079096,2015-04-14T00:00:00Z,51e4,4,2.5,2600,118666,1,0,0,3,7,1400,1200,1981,0,98027,47.54,-121.97,2440,131116
3885805640,2014-07-04T00:00:00Z,625e3,3,1.5,1300,7200,1,0,0,5,7,1300,0,1960,0,98033,47.6821,-122.196,2280,7200
7832800015,2015-02-26T00:00:00Z,25e4,3,1,1480,6750,1,0,0,3,7,1480,0,1958,0,98146,47.505,-122.366,1480,7594
9187200095,2014-12-02T00:00:00Z,432500,6,2,3080,5500,2,0,0,1,7,3080,0,1900,0,98122,47.6031,-122.296,1830,5000
0269000240,2014-10-30T00:00:00Z,105e4,5,2.25,2960,7680,1,0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680
8820903380,2014-07-28T00:00:00Z,452e3,6,2.25,2660,13579,2,0,0,3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242
8673400020,2015-03-11T00:00:00Z,59e4,3,3,1740,1100,3,0,0,3,8,1740,0,2007,0,98107,47.67,-122.391,1370,1180
0826069046,2014-11-07T00:00:00Z,74e4,3,2,2100,72745,1,0,0,4,9,2100,0,1995,0,98077,47.7479,-122.062,2290,54885
8901000143,2014-11-25T00:00:00Z,5e5,4,4.5,2690,7350,1.5,0,0,5,7,2690,0,1949,0,98125,47.7062,-122.311,1660,9000
2122059014,2015-04-09T00:00:00Z,277500,4,2,1700,12048,2,0,0,3,7,1700,0,1990,0,98030,47.3748,-122.186,1960,7650
2591010040,2014-11-10T00:00:00Z,468e3,2,1.75,1250,7029,1,0,0,4,7,1250,0,1986,0,98033,47.693600000000004,-122.186,1680,8470
2268000050,2014-07-21T00:00:00Z,229900,3,1,1010,8848,1,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,10650
1026069134,2014-08-25T00:00:00Z,619e3,3,2.5,2560,43608,2,0,0,3,9,2560,0,2002,0,98077,47.7614,-122.026,3000,54088
1951800040,2014-06-20T00:00:00Z,488800,4,2.25,2170,9665,1,0,0,4,8,1300,870,1976,0,98006,47.5444,-122.165,2170,12054
8856960280,2015-01-21T00:00:00Z,35e4,3,2.25,1860,8378,2,0,0,3,7,1860,0,1995,0,98038,47.3875,-122.032,1870,8378
7129304375,2014-07-14T00:00:00Z,202e3,1,0.75,590,5650,1,0,0,3,6,590,0,1944,0,98118,47.5181,-122.267,980,5650
9117100040,2014-08-28T00:00:00Z,375e3,5,1.5,2050,9360,1,0,0,3,7,1520,530,1968,0,98055,47.436,-122.195,1840,9383
8029550180,2015-03-25T00:00:00Z,45e4,4,2.5,2240,4616,2,0,0,3,7,1840,400,2001,0,98056,47.5118,-122.194,2260,5200
2923501020,2014-09-29T00:00:00Z,58e4,4,2.25,2610,7700,1,0,0,3,8,1700,910,1977,0,98027,47.5659,-122.089,2260,8266
8956200990,2015-04-26T00:00:00Z,499160,4,2.5,2628,11466,2,0,0,3,9,2628,0,2014,0,98001,47.2904,-122.264,2849,10909
1782500035,2014-07-03T00:00:00Z,357e3,2,1,870,4600,1,0,0,4,7,870,0,1942,0,98126,47.5274,-122.379,930,4600
6021503570,2014-09-18T00:00:00Z,525e3,2,1,880,4000,1,0,0,3,7,880,0,1940,0,98117,47.6847,-122.387,1310,4000
1774220400,2014-05-13T00:00:00Z,591e3,4,2.25,2710,38180,2,0,0,4,8,2710,0,1977,0,98077,47.77,-122.097,2590,38180
2770604920,2014-09-03T00:00:00Z,497e3,3,3,2060,1850,2,0,0,3,8,1400,660,2007,0,98119,47.6543,-122.373,1910,2951
6705900070,2014-10-28T00:00:00Z,324e3,3,2.5,1940,8347,2,0,0,3,8,1940,0,1990,0,98042,47.3654,-122.164,1940,7131
0106000015,2014-06-19T00:00:00Z,435e3,3,1.75,1310,8065,1,0,0,4,6,1310,0,1948,0,98117,47.701,-122.368,1420,8100
3023000210,2014-10-01T00:00:00Z,375e3,4,2.5,2250,5306,2,0,0,3,8,2250,0,2012,0,98038,47.356,-122.057,2250,5306
0579002600,2014-10-01T00:00:00Z,66e4,3,1.75,1750,5200,1,0,1,4,8,1750,0,1956,0,98117,47.6995,-122.383,2060,5200
3832710680,2014-07-21T00:00:00Z,215e3,4,2,1540,7575,1,0,0,4,7,1040,500,1978,0,98032,47.3664,-122.279,1720,7575
2877104196,2014-12-06T00:00:00Z,76e4,3,2,1780,1750,1,0,2,3,8,1400,380,1927,2014,98103,47.6797,-122.357,1780,3750
5700002460,2014-07-25T00:00:00Z,675e3,3,2.5,2550,4954,1.5,0,0,4,7,1850,700,1924,0,98144,47.5758,-122.287,1700,4954
3879900750,2014-09-10T00:00:00Z,579e3,2,2.5,1280,1051,2,0,0,3,8,1080,200,2009,0,98119,47.6273,-122.359,1580,1279
5700002025,2015-02-18T00:00:00Z,665e3,3,2.25,2580,6000,2,0,0,3,8,1780,800,1925,0,98144,47.5778,-122.289,2300,5995
1523059201,2015-02-17T00:00:00Z,749700,3,1.75,2280,77972,1,0,0,3,8,1460,820,1977,0,98059,47.4804,-122.151,2460,14430
0820079081,2014-09-11T00:00:00Z,57e4,4,3,2710,217800,2.5,0,0,3,9,2710,0,2006,0,98022,47.2411,-121.932,2710,217800
2222059154,2014-08-13T00:00:00Z,407e3,4,2.5,2927,6000,2,0,0,3,7,2927,0,2011,0,98042,47.3737,-122.16,2533,6000
4038700720,2014-09-18T00:00:00Z,525126,5,2.25,1950,8025,1,0,2,3,7,1150,800,1960,0,98008,47.6159,-122.114,1780,8560
5282200015,2014-05-27T00:00:00Z,525e3,5,3,2750,3800,1.5,0,0,5,7,1750,1000,1926,0,98115,47.6845,-122.313,1900,3800
7558300170,2014-12-12T00:00:00Z,439e3,3,2.25,1830,13477,1,0,3,4,7,1170,660,1981,0,98034,47.7243,-122.21,1960,11344
0126059019,2015-03-16T00:00:00Z,799e3,4,2.5,3170,94855,1,0,0,4,9,1910,1260,1978,0,98072,47.7648,-122.112,2590,65340
3693901801,2015-05-05T00:00:00Z,575e3,3,2,940,5000,1,0,0,3,7,880,60,1941,0,98117,47.6771,-122.398,1420,5000
1898310110,2014-12-02T00:00:00Z,28e4,3,2.5,1800,8697,2,0,0,3,8,1800,0,1987,0,98023,47.3115,-122.4,1770,8390
3626039207,2014-10-17T00:00:00Z,522500,4,1.75,2100,6480,1,0,0,5,7,1300,800,1947,0,98177,47.7049,-122.359,1840,7500
8121200460,2014-11-19T00:00:00Z,53e4,3,2.5,2030,10958,2,0,0,3,8,2030,0,1983,0,98052,47.7251,-122.11,1960,10282
2781320100,2015-03-09T00:00:00Z,245e3,3,1.75,1670,24650,1,0,0,4,7,1670,0,1974,0,98022,47.1764,-122.026,1810,19465
9274202885,2014-05-08T00:00:00Z,66e4,3,1.75,1320,5750,1.5,0,0,5,7,1320,0,1918,0,98116,47.5848,-122.391,1440,5750
4025300195,2015-03-18T00:00:00Z,685e3,4,2.5,2820,10125,2,0,0,3,8,2820,0,2008,0,98155,47.7494,-122.304,1560,10125
1545804860,2014-10-27T00:00:00Z,275e3,3,3,1590,7750,1,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500
3835500195,2014-06-18T00:00:00Z,4489e3,4,3,6430,27517,2,0,0,3,12,6430,0,2001,0,98004,47.6208,-122.219,3720,14592
5694500200,2014-08-13T00:00:00Z,829e3,4,3,3310,4500,2.5,0,0,5,9,2910,400,1900,0,98103,47.6594,-122.345,1440,3750
5104520150,2014-05-20T00:00:00Z,426e3,4,2.5,2800,8494,2,0,0,3,8,2800,0,2004,0,98038,47.3521,-122.009,3740,8494
0123059071,2014-07-08T00:00:00Z,44e4,3,2,1860,217800,2,0,2,3,8,1860,0,1998,0,98059,47.5157,-122.107,2500,217800
2324079057,2015-03-02T00:00:00Z,65e4,3,2,2660,257875,1,0,2,4,8,1530,1130,1976,0,98024,47.553,-121.887,1710,64033
